,loan_amnt,loan_status,person_income
17403,13225,0,88000
17404,13200,1,28000
17405,13200,1,40000
17406,5500,0,31000
17407,13200,0,70000
17408,9950,0,31000
17409,2400,1,31000
17410,11300,0,31000
17411,13200,0,90000
17412,13150,1,31692
17413,12000,0,31000
17414,13075,1,51200
17415,13050,0,92500
17416,4200,0,31000
17417,13000,1,25000
17418,13000,1,27600
17419,13000,1,29000
17420,13000,1,30000
17421,13000,1,33000
17422,15000,0,31000
17423,13000,1,36000
17424,7400,0,31075
17425,13000,1,30288
17426,13000,1,37000
17427,13000,1,37000
17428,13000,1,37800
17429,15000,0,31200
17430,13000,1,33600
17431,13000,1,40000
17432,13000,1,36000
17433,13000,0,45000
17434,13000,0,46000
17435,13000,0,47000
17436,13000,0,47000
17437,13000,1,44000
17438,2500,0,21600
17439,2500,1,21996
17440,2500,1,22708
17441,2500,0,24000
17442,2500,0,24000
17443,3600,0,31200
17444,14000,1,31200
17445,7000,1,31200
17446,2500,0,24000
17447,12300,0,31200
17448,7500,0,31200
17449,2500,0,25000
17450,2500,0,26004
17451,2500,0,26400
17452,2500,1,31323
17453,2500,1,26592
17454,8000,0,31416
17455,2500,0,28080
17456,2500,1,28800
17457,2500,0,30000
17458,7500,0,31600
17459,2500,1,32108
17460,3400,0,31776
17461,2500,0,36000
17462,14125,0,31850
17463,2500,1,30000
17464,8575,1,32000
17465,2500,1,32400
17466,2500,1,33000
17467,2500,0,39400
17468,2500,0,39420
17469,2500,0,40000
17470,2500,0,40000
17471,2500,0,40000
17472,2500,0,42000
17473,2500,0,42000
17474,12000,1,32000
17475,3100,1,32000
17476,1000,1,32000
17477,2500,0,44500
17478,2500,1,39000
17479,2500,1,39300
17480,2500,1,39996
17481,2500,0,46000
17482,2500,0,46500
17483,2500,0,47544
17484,2500,0,48000
17485,2500,0,50000
17486,8000,0,32000
17487,2500,0,50000
17488,6625,0,32000
17489,2500,0,52000
17490,2500,0,53000
17491,2500,0,54600
17492,2500,0,54924
17493,2275,0,32000
17494,2500,0,61200
17495,2500,1,56000
17496,6000,0,32000
17497,2000,0,32000
17498,2500,0,68004
17499,2500,0,69000
17500,2500,0,70000
17501,2500,0,72000
17502,2500,0,73000
17503,2500,0,75000
17504,2500,0,76320
17505,8500,0,32000
17506,2500,0,87000
17507,12000,0,32000
17508,2500,0,95000
17509,2500,0,95800
17510,2500,1,84000
17511,2500,0,115000
17512,2500,0,120000
17513,9850,0,32000
17514,2800,1,15600
17515,14000,0,32000
17516,2800,0,24000
17517,2800,0,24000
17518,2800,0,25000
17519,4000,0,32000
17520,2800,0,30000
17521,2850,1,12000
17522,6000,0,32004
17523,2850,0,115000
17524,2875,1,17000
17525,5500,0,32004
17526,3000,1,13200
17527,3000,1,14400
17528,3000,1,14400
17529,3000,0,32400
17530,3000,1,15000
17531,3000,1,15500
17532,3000,1,16000
17533,4000,0,32400
17534,2500,1,32400
17535,3000,1,16800
17536,3000,1,16800
17537,7500,0,32400
17538,3000,1,17573
17539,3000,0,32400
17540,3000,1,18000
17541,6000,0,32468
17542,1800,0,32496
17543,8975,0,32500
17544,3000,1,18072
17545,5000,0,32500
17546,3000,1,19200
17547,3000,1,19992
17548,3000,1,20000
17549,3075,0,32678
17550,3000,0,21000
17551,3000,0,21600
17552,3000,0,23000
17553,7100,0,33000
17554,3000,0,23004
17555,3000,0,23004
17556,3000,0,30000
17557,4000,0,33000
17558,6000,0,33000
17559,4800,0,33000
17560,3000,0,30000
17561,3000,0,30000
17562,3000,0,30500
17563,3000,1,30857
17564,3000,0,31000
17565,3000,0,31200
17566,3000,0,31704
17567,6000,0,33000
17568,3000,0,32000
17569,5600,0,33000
17570,3000,0,32796
17571,3000,0,33600
17572,3000,1,33600
17573,3000,1,34320
17574,3000,1,34580
17575,3000,0,35000
17576,3000,0,35500
17577,5000,0,33000
17578,3000,0,36000
17579,12000,0,33000
17580,3000,0,36000
17581,3000,0,36000
17582,3000,1,30000
17583,3000,0,36000
17584,3000,0,37090
17585,3000,0,37440
17586,3000,1,31440
17587,3000,1,31800
17588,3000,0,38000
17589,4200,0,33000
17590,3000,0,38000
17591,3000,0,38052
17592,3000,0,38400
17593,3000,0,38400
17594,3000,0,38500
17595,3000,0,38688
17596,3000,0,39000
17597,3000,1,33600
17598,3000,0,33000
17599,16000,0,33000
17600,3000,1,34000
17601,3000,0,40000
17602,3000,1,34000
17603,3000,0,40000
17604,3000,1,34000
17605,3000,0,40000
17606,13500,0,33225
17607,3200,0,33267
17608,3000,0,43000
17609,3000,0,43200
17610,3000,1,37200
17611,2400,0,33280
17612,3000,0,43500
17613,3000,0,44000
17614,1600,0,33300
17615,16700,0,33400
17616,3000,0,45000
17617,3000,0,45000
17618,3000,0,45000
17619,3000,1,39000
17620,3000,1,39314
17621,2500,0,33600
17622,3000,0,45996
17623,6000,0,33600
17624,3000,1,40750
17625,3000,0,47000
17626,3000,0,47000
17627,3000,1,41277
17628,9500,0,33600
17629,3000,0,33600
17630,5400,0,33600
17631,3000,0,48000
17632,3000,0,48000
17633,3000,0,48750
17634,3000,0,48876
17635,3000,0,48996
17636,9000,0,33600
17637,3000,0,49000
17638,6000,0,33600
17639,3000,0,50000
17640,7000,0,33600
17641,6400,0,33600
17642,3000,0,50000
17643,6500,0,33600
17644,3000,0,33600
17645,3000,0,50000
17646,12000,0,33600
17647,15250,0,33600
17648,3000,1,46000
17649,9000,1,33612
17650,12000,0,48715
17651,12000,0,48996
17652,10000,0,33975
17653,12000,0,49268
17654,12000,1,44000
17655,12000,1,44000
17656,12000,0,50000
17657,12000,0,50000
17658,12000,0,50000
17659,12000,0,50000
17660,12000,0,50000
17661,12000,0,50000
17662,12000,0,50004
17663,12000,1,44400
17664,12000,0,50600
17665,12000,0,50600
17666,12000,0,50700
17667,4000,0,34000
17668,13000,0,34000
17669,16750,0,34000
17670,12000,0,51600
17671,12000,0,52000
17672,12000,0,52000
17673,13500,0,34000
17674,12000,0,52000
17675,12000,0,52000
17676,7000,0,34000
17677,8000,0,34000
17678,12000,0,52500
17679,3000,0,34000
17680,12000,0,53000
17681,12000,0,53000
17682,12000,0,53000
17683,12000,0,53000
17684,12000,1,47004
17685,10000,1,34000
17686,12000,0,54000
17687,12000,0,54050
17688,12800,0,34000
17689,12000,0,55000
17690,8000,0,34000
17691,12000,0,55000
17692,12000,1,49000
17693,12000,0,55000
17694,14400,0,34000
17695,12000,0,55000
17696,10625,0,34000
17697,2800,0,34000
17698,12000,1,49000
17699,12000,0,55000
17700,12000,0,55500
17701,16000,0,34320
17702,1900,0,34320
17703,12000,0,57000
17704,12000,0,57000
17705,12000,0,58000
17706,12000,0,58000
17707,4500,1,34500
17708,5000,0,34500
17709,10625,0,34560
17710,3000,0,52000
17711,3000,0,34800
17712,3000,0,53196
17713,3000,0,54084
17714,3000,0,54996
17715,3000,1,49000
17716,3000,1,49000
17717,2000,0,34800
17718,3000,0,55000
17719,12000,0,34900
17720,3000,0,56000
17721,3000,0,56312
17722,3000,0,56400
17723,8000,0,35000
17724,3000,0,58800
17725,3000,0,60000
17726,5000,0,35000
17727,3000,0,60000
17728,3000,0,60000
17729,10400,0,35000
17730,3000,1,54000
17731,3000,0,60500
17732,10000,0,35000
17733,10000,0,35000
17734,3000,0,62000
17735,3000,0,62000
17736,3000,0,62000
17737,3000,1,56400
17738,8000,0,35000
17739,8300,0,35000
17740,5000,0,35000
17741,3000,0,64800
17742,3000,0,65000
17743,3000,0,67000
17744,3000,0,67000
17745,3000,1,51850
17746,3000,0,68000
17747,10000,0,35000
17748,2000,0,35000
17749,3000,0,70000
17750,3000,0,70000
17751,5200,0,35000
17752,9000,0,35000
17753,10000,0,35000
17754,10225,0,35000
17755,3000,0,72000
17756,12000,0,35000
17757,6075,0,35000
17758,3000,0,75000
17759,3000,0,75500
17760,3000,1,70000
17761,3000,0,78000
17762,14000,0,35000
17763,3000,0,78000
17764,3000,0,80000
17765,3000,1,74400
17766,13250,0,35000
17767,5600,0,35000
17768,3000,0,90000
17769,3000,0,93600
17770,3000,1,70910
17771,10000,0,35000
17772,4000,0,35000
17773,3000,0,104000
17774,3000,0,106000
17775,3000,0,108000
17776,8000,0,35000
17777,4000,0,35000
17778,3000,0,121000
17779,3000,0,125000
17780,3000,0,130000
17781,3000,0,150000
17782,6000,0,35000
17783,3025,0,80000
17784,3050,1,15120
17785,8000,0,35000
17786,3050,0,36000
17787,5000,0,35000
17788,3075,0,36000
17789,3100,1,30892
17790,3100,0,31200
17791,3125,0,32000
17792,3150,1,56100
17793,11850,0,35000
17794,5000,0,35000
17795,3200,1,18240
17796,4000,0,35000
17797,3200,0,33600
17798,3200,0,33600
17799,3200,0,35000
17800,3200,0,35000
17801,5200,0,35000
17802,3200,0,35000
17803,3200,0,35496
17804,3200,0,36000
17805,22750,0,35000
17806,3200,0,38000
17807,3200,0,38000
17808,12000,0,35000
17809,3200,1,33000
17810,3200,1,34000
17811,3200,0,40800
17812,3200,0,42000
17813,3200,0,43000
17814,3200,0,43000
17815,3200,0,47515
17816,15000,0,35000
17817,3200,1,42000
17818,3200,0,50004
17819,3200,0,53500
17820,3200,0,54000
17821,15000,0,35000
17822,3200,0,54000
17823,3200,0,55000
17824,3200,1,51500
17825,12000,0,35000
17826,3200,0,57504
17827,3200,0,63996
17828,9600,0,35000
17829,3200,1,71000
17830,3600,0,35000
17831,3200,0,95000
17832,3200,0,110000
17833,7500,0,35000
17834,3200,0,110000
17835,3250,1,10000
17836,7000,0,35000
17837,3250,1,12240
17838,3250,1,18996
17839,3250,0,23000
17840,9500,0,35004
17841,3250,1,26400
17842,3250,0,26400
17843,4000,0,35004
17844,16000,0,35004
17845,3300,1,18000
17846,3300,1,19000
17847,3300,0,37500
17848,3300,0,44760
17849,3300,0,75000
17850,3325,1,69000
17851,3350,0,30000
17852,3350,0,47756
17853,12000,0,35088
17854,10000,0,35100
17855,9000,0,35100
17856,5000,0,35184
17857,3400,0,37500
17858,3400,0,44000
17859,3400,0,48000
17860,3400,0,76000
17861,9000,0,35352
17862,6350,0,35360
17863,3425,0,35000
17864,1500,0,35376
17865,2050,0,35380
17866,3500,1,17004
17867,3500,1,19200
17868,5500,0,35496
17869,3500,0,20004
17870,9600,0,35500
17871,4000,0,35500
17872,3975,0,35568
17873,3500,0,22608
17874,3500,1,22800
17875,3500,0,24000
17876,3500,0,24000
17877,3500,0,24000
17878,3500,1,24000
17879,3500,0,25000
17880,3500,0,25000
17881,13500,0,36000
17882,3500,0,27048
17883,3500,1,30000
17884,7000,0,36000
17885,2400,0,36000
17886,3500,0,30000
17887,3500,0,30720
17888,3500,0,31400
17889,3500,0,31500
17890,3500,0,34000
17891,1100,1,30000
17892,5000,0,36000
17893,15000,0,36000
17894,3500,0,35000
17895,6250,0,36000
17896,3500,0,36000
17897,4800,0,36000
17898,3500,0,40800
17899,3500,0,42000
17900,3500,0,42756
17901,3500,0,44000
17902,3500,0,46344
17903,3500,0,48000
17904,3500,0,48000
17905,4400,1,30000
17906,3500,1,42000
17907,1200,0,36000
17908,4800,0,36000
17909,2600,0,36000
17910,5000,0,36000
17911,4000,0,36000
17912,3500,0,53000
17913,3925,0,36000
17914,2500,0,36000
17915,2500,0,36000
17916,1925,0,36000
17917,3500,0,54263
17918,3500,1,49000
17919,3500,0,56000
17920,1000,0,36000
17921,3500,0,60000
17922,1600,0,36000
17923,3500,0,62400
17924,3500,0,63504
17925,3500,0,63945
17926,3500,0,65000
17927,6000,0,36000
17928,3500,0,65000
17929,3500,0,66504
17930,3500,0,67500
17931,3500,0,68000
17932,5350,1,30000
17933,3500,0,69996
17934,3500,0,70000
17935,6625,0,36000
17936,3500,0,79500
17937,3500,0,80000
17938,1750,0,36000
17939,3550,0,38400
17940,3600,1,14400
17941,3600,1,14500
17942,3600,1,18000
17943,6000,0,36000
17944,3600,0,20000
17945,13500,0,36000
17946,3600,1,21112
17947,3600,0,25000
17948,3600,0,25000
17949,3600,1,28000
17950,3600,1,30000
17951,9000,1,30000
17952,3600,1,30000
17953,1800,0,36000
17954,5000,0,36000
17955,3600,0,30000
17956,5500,0,36000
17957,15250,0,36000
17958,4000,0,36000
17959,3600,0,31200
17960,7000,0,36000
17961,3600,0,35000
17962,3600,0,35004
17963,1050,0,36000
17964,3600,0,36000
17965,3000,0,36000
17966,5000,0,36000
17967,3600,0,37000
17968,3600,0,38700
17969,3600,0,39500
17970,3600,1,33996
17971,6000,0,36000
17972,10000,0,36000
17973,3600,0,40000
17974,5300,0,36000
17975,3600,0,40000
17976,3600,0,40050
17977,3600,0,42000
17978,5000,0,36000
17979,11000,0,37500
17980,11000,0,38126
17981,11000,0,38400
17982,7800,0,36000
17983,11000,0,42000
17984,11000,0,42000
17985,11000,0,42000
17986,6000,0,36000
17987,14400,0,36000
17988,11000,0,44000
17989,8000,0,36000
17990,11000,0,44000
17991,11500,0,36000
17992,10000,0,36000
17993,11000,0,45000
17994,11000,1,39000
17995,11000,0,46992
17996,11000,1,41000
17997,11000,1,41500
17998,11000,0,47900
17999,15000,0,36000
18000,11000,0,51000
18001,11000,0,51250
18002,11000,1,45996
18003,11000,0,52000
18004,11000,0,53000
18005,2500,0,36000
18006,12000,0,36000
18007,1400,0,36000
18008,11000,0,55000
18009,11000,1,52000
18010,11000,0,60000
18011,2400,0,36000
18012,11000,0,65867
18013,11000,0,68000
18014,11000,0,69000
18015,11000,0,69996
18016,11000,1,64000
18017,11000,0,75000
18018,14000,0,36100
18019,11000,1,65025
18020,11000,0,83604
18021,2000,0,36120
18022,11000,0,90000
18023,11000,0,93000
18024,11000,0,94527
18025,3000,0,36153
18026,11000,1,85500
18027,11000,0,138000
18028,8000,0,36400
18029,10800,1,24000
18030,10800,1,32000
18031,10800,1,29000
18032,10800,1,33288
18033,10800,1,40000
18034,3200,0,36500
18035,10800,1,42000
18036,10000,1,30500
18037,10800,0,48000
18038,2500,0,36538
18039,5000,0,36600
18040,10800,0,50000
18041,10800,0,52000
18042,10800,0,52300
18043,10800,1,48000
18044,10800,0,55596
18045,5500,0,36789
18046,10800,0,69996
18047,1600,0,36900
18048,15000,0,36960
18049,10800,0,82600
18050,8800,0,36996
18051,10750,1,24960
18052,10750,1,24996
18053,10750,1,28800
18054,4650,0,37000
18055,10725,0,55000
18056,5000,0,37000
18057,3000,1,31000
18058,5000,0,37000
18059,18250,0,37000
18060,10625,1,26500
18061,8000,0,37000
18062,10625,1,27900
18063,3000,0,37000
18064,10000,0,37000
18065,4400,0,37000
18066,8875,1,31000
18067,10625,1,33000
18068,1000,0,37000
18069,10625,1,34000
18070,10625,0,35000
18071,13000,1,31000
18072,2800,0,37000
18073,10600,0,35000
18074,10600,0,65600
18075,10525,0,49668
18076,4800,0,37000
18077,13000,0,37000
18078,5000,1,31000
18079,12000,0,37000
18080,13000,1,31000
18081,10500,0,38000
18082,10500,0,38400
18083,10500,0,40000
18084,10500,0,50000
18085,10500,1,44000
18086,10500,0,53796
18087,22000,0,37000
18088,10500,0,60000
18089,10500,0,62100
18090,10500,0,66000
18091,10500,0,75000
18092,10500,0,75600
18093,10500,0,351699
18094,10450,0,55500
18095,10400,1,20688
18096,10400,1,30456
18097,10400,1,31400
18098,10400,1,32004
18099,10400,0,39000
18100,12000,1,31000
18101,10400,0,45000
18102,9000,0,37017
18103,10400,1,51600
18104,10400,0,62000
18105,3000,1,31100
18106,10400,0,65000
18107,10400,0,80400
18108,10375,0,35000
18109,10275,1,32400
18110,6600,0,37200
18111,3000,0,37200
18112,10250,0,75000
18113,10200,1,30000
18114,3600,0,45000
18115,3600,0,45000
18116,5500,0,37290
18117,3600,0,48000
18118,3600,0,48000
18119,10750,0,37400
18120,3600,0,50000
18121,3600,0,50000
18122,3600,0,50000
18123,3600,0,52000
18124,3600,0,53000
18125,3600,0,54996
18126,3600,0,55000
18127,3600,0,55000
18128,3600,1,49000
18129,3600,0,60000
18130,3600,0,60000
18131,3600,0,60000
18132,6500,0,37500
18133,3600,0,69000
18134,3600,1,64000
18135,3600,0,70000
18136,20000,0,37584
18137,3600,0,74400
18138,4000,0,37620
18139,3600,0,82300
18140,8000,1,31732
18141,3600,0,85000
18142,3600,1,62050
18143,3600,0,90000
18144,3600,1,82438
18145,3600,0,106000
18146,3600,0,110000
18147,3600,0,160000
18148,3625,0,20000
18149,3625,0,54000
18150,3625,0,65000
18151,3650,0,110000
18152,3675,1,19200
18153,3700,0,25000
18154,3700,0,25200
18155,3700,1,29000
18156,3700,0,40000
18157,14000,0,38000
18158,6000,0,38000
18159,12775,0,38000
18160,3700,0,94000
18161,3750,0,25200
18162,3775,0,50000
18163,3800,1,13200
18164,5000,0,38000
18165,4000,0,38000
18166,6425,0,38000
18167,3800,0,68000
18168,9600,0,38000
18169,6500,0,38000
18170,10400,0,38000
18171,3825,0,29950
18172,8000,0,38000
18173,10000,0,38000
18174,3850,0,49000
18175,3900,0,20292
18176,3900,0,20400
18177,10000,0,38000
18178,3900,0,30000
18179,2400,0,38000
18180,3900,0,55000
18181,3975,1,27000
18182,4000,1,12000
18183,4500,1,32000
18184,6000,0,38000
18185,13750,0,38000
18186,4000,1,14400
18187,4000,1,15000
18188,8400,0,38000
18189,3600,0,38000
18190,4000,1,15000
18191,2000,0,38000
18192,4000,1,16500
18193,4000,1,17000
18194,4000,1,17000
18195,15000,0,38000
18196,10750,1,32000
18197,4000,1,18000
18198,4000,1,18000
18199,4000,1,18000
18200,8000,0,38000
18201,2500,0,38000
18202,4000,1,19200
18203,10000,0,38000
18204,4000,1,19200
18205,14500,0,38000
18206,4000,1,19820
18207,4000,1,19968
18208,4000,0,20000
18209,4000,0,20000
18210,7500,1,32000
18211,4000,0,20000
18212,4000,1,20000
18213,5000,0,38000
18214,4000,0,20000
18215,4000,0,21000
18216,4000,0,21000
18217,4000,0,21300
18218,4000,0,21600
18219,4000,0,21864
18220,4000,0,22000
18221,4000,0,23000
18222,4000,0,23400
18223,4000,0,24000
18224,6500,0,38004
18225,4000,0,24000
18226,4000,0,24000
18227,8400,0,38100
18228,4000,0,24960
18229,10750,0,38196
18230,4000,0,26000
18231,1200,1,32304
18232,4000,1,26004
18233,10000,0,38400
18234,4000,1,26568
18235,14000,0,38400
18236,4000,1,27500
18237,4000,0,27600
18238,4000,0,27996
18239,16450,0,38400
18240,4000,0,28550
18241,4000,0,28800
18242,4000,1,28800
18243,2400,0,38400
18244,4000,0,29120
18245,4000,1,30000
18246,4000,0,30000
18247,4000,0,30000
18248,4000,0,30000
18249,15000,0,38400
18250,9500,0,38400
18251,6500,0,38400
18252,8000,0,38400
18253,4000,0,30000
18254,4000,0,30996
18255,4000,0,31000
18256,4000,0,31150
18257,16750,0,38400
18258,4000,0,32004
18259,4000,0,32004
18260,4000,1,32160
18261,4000,0,33000
18262,4000,0,33000
18263,4000,0,33280
18264,4000,0,33600
18265,4000,1,34000
18266,4000,0,34000
18267,4000,0,34000
18268,4000,0,34200
18269,4000,0,34400
18270,1600,0,38600
18271,4000,0,35000
18272,4000,0,35000
18273,4000,0,35000
18274,2400,0,38769
18275,4000,0,35000
18276,4000,0,35000
18277,4000,1,29004
18278,4000,0,35004
18279,5750,0,38970
18280,10000,0,39000
18281,4000,0,35600
18282,4000,0,35600
18283,4000,0,36000
18284,4000,1,33000
18285,5600,1,33000
18286,4000,0,36000
18287,4000,0,36000
18288,6400,0,39000
18289,15000,0,39000
18290,4000,0,37400
18291,4000,0,38196
18292,16000,0,39000
18293,4000,0,39000
18294,4000,0,39000
18295,4000,1,33000
18296,4000,1,33456
18297,4000,0,39996
18298,16700,0,39000
18299,4000,1,33996
18300,4000,1,34000
18301,4000,0,40000
18302,4000,0,40000
18303,4000,0,40000
18304,4000,0,40000
18305,4000,0,40000
18306,6900,0,39000
18307,4000,1,34800
18308,4000,0,41000
18309,4000,0,41000
18310,7100,0,39000
18311,9000,1,33000
18312,4000,0,42000
18313,4000,0,42000
18314,4000,0,42000
18315,4000,0,43000
18316,8000,0,39432
18317,7200,0,39480
18318,4000,1,37200
18319,4000,0,45576
18320,4000,1,39600
18321,11000,0,39500
18322,4000,0,46000
18323,4000,1,41000
18324,5000,0,39500
18325,3000,0,39504
18326,12375,0,39552
18327,4000,0,48000
18328,5600,0,39600
18329,4000,0,48000
18330,4000,0,48000
18331,2400,0,39600
18332,1500,0,39600
18333,6000,0,39600
18334,4000,0,48000
18335,9900,0,39600
18336,3000,0,39600
18337,4000,0,48000
18338,4000,1,42804
18339,4000,0,48996
18340,4000,0,49000
18341,4800,0,39600
18342,4000,0,50000
18343,5000,0,39600
18344,3000,0,39600
18345,4000,0,50000
18346,1425,0,39750
18347,4000,0,50000
18348,4000,1,44000
18349,11000,0,39960
18350,3200,0,39962
18351,4000,0,52000
18352,4000,0,52000
18353,4000,0,52600
18354,4000,1,47000
18355,4000,1,48000
18356,4000,0,54000
18357,4000,0,54000
18358,4000,1,48996
18359,4000,0,55200
18360,4000,0,55200
18361,10000,0,39996
18362,4000,0,39996
18363,4000,0,56000
18364,4000,0,56800
18365,10000,0,39996
18366,4000,0,58000
18367,4000,0,60000
18368,4000,0,60000
18369,9600,0,39996
18370,4000,0,60000
18371,4000,0,60000
18372,4000,0,61500
18373,4000,0,63000
18374,4000,0,63500
18375,4000,0,64200
18376,4000,0,65000
18377,4000,0,65000
18378,4000,0,65000
18379,4000,0,65000
18380,19200,0,40000
18381,4000,1,59000
18382,4000,0,68000
18383,4000,0,70000
18384,10000,1,34000
18385,4000,0,72000
18386,4000,0,72000
18387,4000,0,72000
18388,14675,0,40000
18389,4000,0,75000
18390,4000,0,75000
18391,4000,0,75000
18392,8600,0,40000
18393,4000,0,75250
18394,4000,0,78000
18395,4000,0,78000
18396,4000,0,80000
18397,8000,1,34000
18398,10200,1,34000
18399,4000,0,82350
18400,4000,0,84996
18401,4000,0,86095
18402,8875,1,34000
18403,4000,0,90000
18404,4625,0,40000
18405,4000,0,91000
18406,4000,0,95000
18407,4000,0,96000
18408,14000,0,40000
18409,4000,1,79050
18410,3000,0,40000
18411,4000,0,107000
18412,4000,1,96000
18413,4000,1,98000
18414,4000,0,110000
18415,4000,0,115000
18416,4000,0,125000
18417,4000,0,135000
18418,4000,1,138000
18419,10625,0,40000
18420,4200,1,21000
18421,4200,0,28800
18422,4350,1,20000
18423,2400,0,40000
18424,4350,1,78000
18425,4375,0,42500
18426,4375,0,96000
18427,4400,0,20064
18428,4400,1,24000
18429,15000,0,40000
18430,4400,0,30000
18431,9600,0,40000
18432,4400,0,30000
18433,4400,0,37440
18434,1400,0,40000
18435,4425,0,54000
18436,11200,0,40000
18437,5000,0,40000
18438,9000,0,40000
18439,3600,0,40000
18440,4475,1,13200
18441,4475,0,43680
18442,4500,1,12000
18443,4200,0,40000
18444,3200,0,40000
18445,7500,1,34000
18446,16000,0,40000
18447,6000,0,40000
18448,10000,0,40000
18449,4500,1,19600
18450,2000,0,40000
18451,8000,0,40000
18452,6000,0,40000
18453,4000,0,40000
18454,4500,0,27000
18455,4500,0,28800
18456,4500,0,29496
18457,4500,0,30000
18458,4500,0,30000
18459,4500,0,30555
18460,4500,0,32000
18461,4500,1,32000
18462,4500,0,32640
18463,4500,0,35000
18464,4500,0,36000
18465,4500,0,36000
18466,4500,0,36000
18467,4500,0,37000
18468,11000,0,40000
18469,3700,1,34000
18470,4500,0,39000
18471,4500,0,39000
18472,4500,0,39600
18473,4500,0,40000
18474,14000,0,40000
18475,5000,0,40000
18476,2500,1,34000
18477,4500,1,39000
18478,4500,0,47000
18479,4500,0,47360
18480,4500,0,47400
18481,4500,0,48000
18482,3500,1,34000
18483,4500,1,43200
18484,4500,0,50000
18485,4500,0,50000
18486,4500,1,44400
18487,4500,1,45000
18488,4500,0,51372
18489,4500,0,52000
18490,8000,0,40000
18491,25000,0,40000
18492,4500,1,49000
18493,4500,1,49362
18494,4500,0,58000
18495,4500,0,60000
18496,4000,0,40000
18497,4500,0,60000
18498,4500,0,61828
18499,4500,0,70000
18500,4500,0,70000
18501,4500,0,74100
18502,4500,0,91500
18503,5000,0,40000
18504,13000,0,40000
18505,4575,1,17000
18506,6400,0,40000
18507,8000,0,40000
18508,4600,0,48000
18509,4600,0,50000
18510,4600,0,58000
18511,4200,0,40000
18512,4600,0,60000
18513,4600,0,150000
18514,4650,1,37000
18515,4675,0,50000
18516,4700,0,65000
18517,4700,0,86000
18518,15000,0,40000
18519,4750,1,14000
18520,4750,1,14400
18521,4750,1,17000
18522,4750,1,19200
18523,4750,0,20000
18524,4750,0,27840
18525,5000,0,40000
18526,4750,1,31000
18527,4750,0,39996
18528,4750,0,60000
18529,4750,0,60000
18530,4800,1,14076
18531,4800,1,14400
18532,4800,1,14400
18533,1400,0,40000
18534,6000,1,34000
18535,4800,1,15000
18536,8000,0,40000
18537,3500,0,40000
18538,4800,0,22000
18539,7200,0,40000
18540,6600,0,40000
18541,10000,0,40000
18542,6000,1,34000
18543,4800,0,22884
18544,6000,0,40000
18545,9000,0,40000
18546,4800,0,25000
18547,4800,0,27180
18548,4800,0,27996
18549,10000,0,40000
18550,10000,0,40000
18551,4800,0,29004
18552,4800,0,30000
18553,4800,1,30000
18554,4800,0,30000
18555,4800,0,31000
18556,7200,0,40000
18557,12650,0,40000
18558,4800,0,33600
18559,4800,0,33763
18560,4800,0,34000
18561,4800,1,29000
18562,16750,0,40056
18563,4800,0,35000
18564,4800,0,35000
18565,1900,0,40200
18566,4800,0,36000
18567,6125,1,34300
18568,4800,0,36400
18569,4800,1,32400
18570,4800,1,32900
18571,4800,0,40000
18572,4800,0,40000
18573,12000,0,40500
18574,4800,0,42000
18575,4800,0,44000
18576,4800,1,38100
18577,6000,0,40500
18578,3000,0,40560
18579,10000,0,40704
18580,6400,0,40740
18581,4800,0,45000
18582,8000,0,40777
18583,8000,0,40800
18584,4800,0,45000
18585,6700,0,40800
18586,6000,0,40800
18587,15000,0,40800
18588,3200,0,40800
18589,5000,0,40800
18590,2000,0,40800
18591,4800,0,49000
18592,4800,0,49200
18593,4800,0,50000
18594,4800,0,51000
18595,6250,1,34999
18596,4800,0,54000
18597,4800,0,54000
18598,4800,0,54996
18599,4800,1,49000
18600,4800,0,56000
18601,4800,0,56048
18602,4800,0,57408
18603,4800,0,60000
18604,4800,0,61000
18605,4800,1,56000
18606,4800,1,57996
18607,5000,0,41000
18608,4800,1,59004
18609,4800,0,66000
18610,4800,0,66560
18611,6000,1,35000
18612,6000,0,41000
18613,4800,0,68004
18614,4800,0,69000
18615,10000,0,41000
18616,4800,0,77000
18617,4800,0,80000
18618,4800,0,96900
18619,10000,0,41000
18620,4800,0,118000
18621,4800,0,120000
18622,4800,0,300000
18623,8000,0,41000
18624,8000,0,41000
18625,4875,0,64052
18626,18000,0,41000
18627,4900,0,23350
18628,16000,0,41004
18629,10000,0,96000
18630,8000,1,35050
18631,10000,0,96500
18632,3300,0,41196
18633,10000,0,98004
18634,3000,0,41235
18635,10000,1,88000
18636,10000,0,100000
18637,10000,0,100000
18638,10000,0,100000
18639,10500,0,41400
18640,10000,0,100000
18641,10000,0,102000
18642,3500,0,41464
18643,2800,1,35496
18644,10000,1,76500
18645,4500,0,41500
18646,10000,0,103000
18647,10000,0,103241
18648,10000,0,108000
18649,10000,0,110000
18650,10000,0,110000
18651,13200,0,41600
18652,10000,0,110000
18653,10000,0,110000
18654,10000,0,110000
18655,17500,0,41600
18656,4500,0,41600
18657,13000,0,41600
18658,15000,0,41604
18659,7750,0,41700
18660,10000,0,117000
18661,10000,0,118000
18662,7000,0,41916
18663,8150,0,41979
18664,10000,0,120000
18665,10000,0,125000
18666,10000,0,125000
18667,5375,0,42000
18668,10000,0,125000
18669,10000,0,126000
18670,10000,0,130000
18671,10000,0,130000
18672,10000,0,130000
18673,10000,0,130000
